Team,ScoreDescending,Overs,RPO,Lead,Inns,Result,Opposition,Ground,Start Date,Declared,Wickets
Sri Lanka,215,68.5,3.13,-319,2,lost,Australia,Canberra,2019-02-01,0,10
Australia,214,85.83333333333333,2.49,214,1,won,England,Melbourne,1908-02-07,0,10
England,214,70.5,3.03,362,3,won,Australia,Sydney,1912-02-23,0,10
Australia,214,,3.07,1,4,won,England,Sydney,1947-02-28,0,5
England,214,,2.05,-17,4,lost,South Africa,Johannesburg,1957-02-15,0,10
South Africa,214,,2.14,214,1,lost,Australia,Gqeberha,1958-02-28,0,10
England,214,,2.94,68,3,lost,Australia,Melbourne,1959-02-13,0,10
New Zealand,214,98.66666666666667,2.16,-12,2,draw,Pakistan,Auckland,1965-01-29,0,10
New Zealand,214,105.16666666666667,2.03,276,3,won,India,Nagpur,1969-10-03,0,10
Australia,214,,1.71,183,3,draw,England,Brisbane,1970-11-27,0,10
West Indies,214,72.83333333333333,2.93,214,1,lost,India,Port of Spain,1971-03-06,0,10
Pakistan,214,,2.44,-114,3,lost,Australia,Adelaide,1972-12-22,0,10
West Indies,214,,2.6,15,2,draw,Pakistan,Lahore,1975-02-15,0,10
West Indies,214,,4.26,214,1,lost,Australia,Brisbane,1975-11-28,0,10
India,214,73.0,2.93,-97,3,lost,West Indies,Bridgetown,1976-03-10,0,10
England,214,101.33333333333333,2.11,214,1,draw,Australia,The Oval,1977-08-25,0,10
Australia,214,90.0,2.37,63,3,lost,Pakistan,Lahore,1982-10-14,0,10
Australia,214,96.16666666666667,2.22,-211,2,draw,England,Sydney,1988-01-29,0,10
West Indies,214,55.0,3.89,-189,2,lost,Australia,St John's,1991-04-27,0,10
New Zealand,214,79.0,2.7,-168,4,lost,England,Auckland,1992-01-30,0,10
Pakistan,214,83.16666666666667,2.57,-18,2,lost,Sri Lanka,Sialkot,1995-09-22,0,10
India,214,69.16666666666667,3.09,214,1,lost,England,Birmingham,1996-06-06,0,10
South Africa,214,69.0,3.1,145,3,won,Pakistan,Faisalabad,1997-10-24,0,10
England,214,109.0,1.96,214,1,lost,West Indies,Port of Spain,1998-02-05,0,10
Australia,214,71.0,3.01,214,1,won,New Zealand,Auckland,2000-03-11,0,10
Pakistan,214,57.666666666666664,3.71,341,3,won,West Indies,Sharjah,2002-01-31,1,6
Sri Lanka,214,67.0,3.19,324,3,draw,South Africa,Galle,2004-08-04,1,9
India,214,90.0,2.37,-168,4,lost,Pakistan,Bengaluru,2005-03-24,0,10
Pakistan,214,73.0,2.93,-165,4,draw,England,Lord's,2006-07-13,0,4
Pakistan,214,77.0,2.77,-130,4,draw,India,Eden Gardens,2007-11-30,0,4
Australia,214,77.0,2.77,214,1,won,New Zealand,Brisbane,2008-11-20,0,10
Pakistan,214,99.33333333333333,2.15,144,3,won,England,Abu Dhabi,2012-01-25,0,10
Sri Lanka,214,84.5,2.53,339,3,won,England,Galle,2012-03-26,0,10
Sri Lanka,214,101.66666666666667,2.1,301,3,lost,Pakistan,Sharjah,2014-01-16,0,10
South Africa,214,59.0,3.62,214,1,draw,India,Bengaluru,2015-11-14,0,10
South Africa,214,81.66666666666667,2.62,-89,2,lost,England,Durban,2015-12-26,0,10
New Zealand,214,58.5,3.65,-267,2,lost,South Africa,Centurion,2016-08-27,0,10
West Indies,214,69.5,3.07,-297,2,lost,Australia,Adelaide,2022-12-08,0,10
Ireland,214,77.33333333333333,2.76,214,1,lost,Bangladesh,Mirpur,2023-04-04,0,10
Australia,214,71.0,3.01,-61,3,draw,England,Manchester,2023-07-19,0,5
West Indies,213,,2.37,-202,4,lost,Australia,Sydney,1952-01-25,0,10
England,213,70.0,3.04,295,3,won,India,Manchester,1974-06-06,1,3
Australia,213,,3.18,-43,2,lost,India,Melbourne,1977-12-30,0,10
India,213,81.83333333333333,2.6,-217,4,lost,West Indies,Port of Spain,1989-04-15,0,10
India,213,88.0,2.42,127,3,lost,Australia,Melbourne,1991-12-26,0,10
Australia,213,75.33333333333333,2.82,-39,2,lost,West Indies,Adelaide,1993-01-23,0,10
West Indies,213,69.66666666666667,3.05,-53,3,lost,Australia,Kingston,1995-04-29,0,10
Australia,213,61.0,3.49,136,2,draw,England,Lord's,1997-06-19,1,7
England,213,68.5,3.1,238,3,won,New Zealand,Lord's,2013-05-16,0,10
West Indies,213,62.166666666666664,3.42,-396,2,draw,New Zealand,Dunedin,2013-12-03,0,10
West Indies,213,59.333333333333336,3.58,-184,3,lost,Bangladesh,Mirpur,2018-11-30,0,10
Bangladesh,213,69.33333333333333,3.07,-130,3,lost,India,Indore,2019-11-14,0,10
Bangladesh,213,61.5,3.46,-17,4,lost,West Indies,Mirpur,2021-02-11,0,10
West Indies,212,112.33333333333333,1.88,-167,4,lost,England,Port of Spain,1930-02-01,0,10
West Indies,212,55.0,3.85,356,3,draw,England,Port of Spain,1954-03-17,1,4
New Zealand,212,92.0,2.3,40,3,draw,India,Hyderabad (Deccan),1955-11-19,0,2
England,212,79.33333333333333,2.67,-168,2,lost,India,Eden Gardens,1961-12-30,0,10
New Zealand,212,88.16666666666667,2.4,407,3,won,South Africa,Cape Town,1962-01-01,1,9
India,212,96.66666666666667,2.19,212,1,lost,Australia,Eden Gardens,1969-12-12,0,10
Australia,212,76.16666666666667,2.78,-99,2,lost,South Africa,Gqeberha,1970-03-05,0,10
India,212,93.0,2.27,-174,2,draw,England,Manchester,1971-08-05,0,10
Australia,212,113.66666666666667,1.86,177,3,draw,India,Chennai,1979-09-11,0,7
West Indies,212,108.66666666666667,1.95,103,3,lost,New Zealand,Dunedin,1980-02-08,0,10
New Zealand,212,79.0,2.68,93,3,lost,Australia,Brisbane,1987-12-04,0,10
India,212,95.83333333333333,2.21,212,1,lost,South Africa,Gqeberha,1992-12-26,0,10
England,212,83.66666666666667,2.53,-67,2,lost,Australia,Melbourne,1994-12-24,0,10
Pakistan,212,76.0,2.78,-144,4,lost,Sri Lanka,Sialkot,1995-09-22,0,10
India,212,69.0,3.07,-121,2,draw,West Indies,St John's,1997-04-04,0,2
West Indies,212,52.666666666666664,4.02,11,3,lost,Pakistan,Karachi,1997-12-06,0,10
West Indies,212,85.0,2.49,-194,2,lost,South Africa,Cape Town,1999-01-02,0,10
Zimbabwe,212,71.16666666666667,2.97,-13,3,lost,South Africa,Bloemfontein,1999-10-29,0,10
Australia,212,41.5,5.1,3,4,won,New Zealand,Hamilton,2000-03-31,0,4
Australia,212,68.5,3.09,-171,4,lost,India,Eden Gardens,2001-03-11,0,10
Sri Lanka,212,41.0,5.17,394,3,won,Zimbabwe,Galle,2002-01-12,1,2
India,212,75.0,2.82,-210,2,lost,West Indies,Kingston,2002-05-18,0,10
Bangladesh,212,72.0,2.94,110,3,lost,West Indies,Chattogram,2002-12-16,0,10
West Indies,212,42.666666666666664,4.96,1,4,won,Sri Lanka,Kingston,2003-06-27,0,3
Australia,212,50.0,4.24,-118,2,lost,India,Perth,2008-01-16,0,10
Australia,212,76.0,2.78,-117,4,draw,West Indies,Adelaide,2009-12-04,0,5
Australia,212,65.0,3.26,391,3,won,West Indies,Kingston,2015-06-11,1,2
Sri Lanka,212,62.833333333333336,3.37,-263,4,lost,Pakistan,Karachi,2019-12-19,0,10
South Africa,212,63.5,3.33,1,4,won,India,Cape Town,2022-01-11,0,3
Sri Lanka,212,59.0,3.59,212,1,lost,Australia,Galle,2022-06-29,0,10
West Indies,212,69.0,3.07,-130,2,lost,South Africa,Centurion,2023-02-28,0,10
Australia,211,64.33333333333333,3.27,1,4,won,England,Melbourne,1921-02-11,0,2
England,211,67.5,3.12,-28,4,lost,South Africa,Johannesburg,1930-12-24,0,10
South Africa,211,96.33333333333333,2.19,15,3,lost,England,Lord's,1951-06-21,0,10
England,211,85.5,2.46,53,2,won,South Africa,Manchester,1951-07-05,0,10
Australia,211,72.0,2.93,211,1,won,India,Chennai,1964-10-02,0,10
West Indies,211,70.0,3.01,211,1,won,England,Manchester,1976-07-08,0,10
Australia,211,,2.46,211,1,lost,Pakistan,Sydney,1977-01-14,0,10
England,211,89.5,2.35,346,3,won,New Zealand,Lord's,1983-08-11,0,10
West Indies,211,95.5,2.2,212,3,draw,Pakistan,Karachi,1986-11-20,0,10
England,211,79.0,2.67,114,3,lost,West Indies,Nottingham,1991-07-04,0,10
New Zealand,211,68.0,3.1,406,3,draw,England,Lord's,1994-06-16,1,5
India,211,69.0,3.05,168,3,draw,England,Nottingham,1996-07-04,0,10
West Indies,211,70.33333333333333,3.0,-19,3,lost,Pakistan,Peshawar,1997-11-17,0,10
West Indies,211,102.83333333333333,2.05,-176,4,lost,Australia,St John's,1999-04-03,0,10
England,211,43.666666666666664,4.83,4,4,won,New Zealand,Birmingham,1999-07-01,0,3
India,211,43.333333333333336,4.86,442,3,draw,Australia,Sydney,2004-01-02,1,2
Sri Lanka,211,63.166666666666664,3.34,91,2,lost,Australia,Kandy,2004-03-16,0,10
Sri Lanka,211,55.0,3.83,492,3,won,South Africa,Colombo (SSC),2004-08-11,1,4
Bangladesh,211,78.66666666666667,2.68,-87,2,draw,Zimbabwe,Dhaka,2005-01-14,0,10
Sri Lanka,211,65.16666666666667,3.23,211,1,lost,New Zealand,Wellington,2005-04-11,0,10
South Africa,211,64.16666666666667,3.28,1,4,won,India,Cape Town,2007-01-02,0,5
Sri Lanka,211,81.83333333333333,2.57,-340,2,lost,Australia,Brisbane,2007-11-08,0,10
New Zealand,211,86.66666666666667,2.43,-193,3,lost,South Africa,Gqeberha,2013-01-11,0,10
Zimbabwe,211,76.66666666666667,2.75,211,1,lost,West Indies,Bridgetown,2013-03-12,0,10
Bangladesh,211,61.0,3.45,211,1,lost,New Zealand,Wellington,2019-03-08,0,10
Sri Lanka,211,56.833333333333336,3.71,66,3,lost,South Africa,Johannesburg,2021-01-03,0,10
England,210,99.5,2.11,328,3,won,Australia,Sydney,1904-02-26,0,10
India,210,97.66666666666667,2.15,210,1,won,England,Eden Gardens,1972-12-30,0,10
Australia,210,68.5,3.06,210,1,lost,New Zealand,Auckland,1982-03-12,0,10
Pakistan,210,70.83333333333333,2.96,34,3,lost,Australia,Sydney,1984-01-02,0,10
New Zealand,210,115.0,1.82,241,3,draw,Australia,Wellington,1993-03-04,0,7
England,210,74.83333333333333,2.8,-79,2,lost,Australia,Manchester,1993-06-03,0,10
West Indies,210,85.5,2.45,224,3,lost,England,Port of Spain,1998-02-13,0,10
Bangladesh,210,83.0,2.53,-18,3,lost,South Africa,Dhaka,2003-05-01,0,10
England,210,108.0,1.94,-112,4,draw,Sri Lanka,Galle,2003-12-02,0,9
Zimbabwe,210,60.333333333333336,3.48,42,2,draw,Bangladesh,Bulawayo,2004-02-26,0,2
West Indies,210,77.0,2.72,-225,2,lost,Australia,Brisbane,2005-11-03,0,10
Australia,210,46.0,4.56,506,3,won,Sri Lanka,Hobart,2007-11-16,1,2
India,210,70.83333333333333,2.96,-122,4,lost,Australia,Sydney,2008-01-02,0,10
New Zealand,210,71.83333333333333,2.92,-202,4,lost,Sri Lanka,Galle,2009-08-18,0,10
Australia,210,59.333333333333336,3.53,378,3,won,Sri Lanka,Galle,2011-08-31,0,10
West Indies,210,59.833333333333336,3.5,-257,4,lost,India,Kingston,2019-08-30,0,10
England,210,92.33333333333333,2.27,-157,4,lost,India,The Oval,2021-09-02,0,10
South Africa,210,76.5,2.74,-13,2,won,India,Cape Town,2022-01-11,0,10
Australia,209,,1.86,294,3,lost,South Africa,Melbourne,1953-02-06,0,10
West Indies,209,67.0,3.11,456,3,won,England,Kingston,1954-01-15,1,6
India,209,89.0,2.34,132,3,draw,Pakistan,Bahawalpur,1955-01-15,0,5
England,209,92.83333333333333,2.25,84,2,won,New Zealand,Dunedin,1955-03-11,1,8
New Zealand,209,132.0,1.58,-328,2,lost,India,Chennai,1956-01-06,0,10
South Africa,209,,1.8,-240,2,lost,Australia,Cape Town,1957-12-31,0,10
Pakistan,209,79.33333333333333,2.63,-260,2,lost,West Indies,Lahore,1959-03-26,0,10
West Indies,209,52.0,4.01,-196,4,draw,England,Port of Spain,1960-03-25,0,5
South Africa,209,84.0,2.48,-100,4,lost,England,Birmingham,1960-06-09,0,10
England,209,59.0,3.54,2,4,won,Pakistan,Lahore,1961-10-21,0,5
England,209,92.5,2.25,-128,4,lost,India,Chennai,1962-01-10,0,10
Pakistan,209,70.33333333333333,2.97,-97,2,draw,England,Lahore,1969-02-21,0,10
Australia,209,63.333333333333336,3.3,-106,3,lost,West Indies,Port of Spain,1978-03-03,0,10
West Indies,209,68.66666666666667,3.04,2,4,won,England,Nottingham,1980-06-05,0,8
England,209,94.0,2.22,314,3,draw,West Indies,The Oval,1980-07-24,1,9
India,209,57.333333333333336,3.64,209,1,lost,West Indies,Bridgetown,1983-04-15,0,10
England,209,70.66666666666667,2.95,209,1,won,New Zealand,The Oval,1983-07-14,0,10
West Indies,209,67.83333333333333,3.08,209,1,won,England,Lord's,1988-06-16,0,10
Pakistan,209,72.16666666666667,2.89,-42,4,lost,Sri Lanka,Faisalabad,1995-09-15,0,10
South Africa,209,74.66666666666667,2.79,209,1,lost,Australia,Gqeberha,1997-03-14,0,10
England,209,61.666666666666664,3.38,-191,4,lost,South Africa,Leeds,2003-08-21,0,10
India,209,44.833333333333336,4.66,369,3,draw,New Zealand,Ahmedabad,2003-10-08,1,6
West Indies,209,67.0,3.11,98,3,lost,England,Port of Spain,2004-03-19,0,10
Australia,209,50.333333333333336,4.15,-172,4,lost,India,Nagpur,2008-11-06,0,10
Australia,209,72.0,2.9,209,1,lost,South Africa,Cape Town,2009-03-19,0,10
West Indies,209,70.83333333333333,2.95,214,3,lost,Bangladesh,St George's,2009-07-17,0,10
England,209,49.5,4.22,512,3,won,Bangladesh,Chattogram,2010-03-12,1,7
England,209,44.0,4.75,1,4,won,Bangladesh,Mirpur,2010-03-20,0,1
India,209,52.833333333333336,3.95,-95,2,won,West Indies,Delhi,2011-11-06,0,10
West Indies,209,64.5,3.24,-51,2,won,New Zealand,Kingston,2012-08-02,0,10
India,209,73.66666666666667,2.83,-77,2,lost,South Africa,Cape Town,2018-01-05,0,10
Bangladesh,209,56.0,3.73,-12,3,lost,New Zealand,Wellington,2019-03-08,0,10
South Africa,209,86.66666666666667,2.41,-290,2,lost,England,Gqeberha,2020-01-16,0,10
New Zealand,209,53.333333333333336,3.91,-226,2,won,England,Wellington,2023-02-24,0,10
South Africa,208,63.0,3.3,208,1,won,England,Johannesburg,1910-01-01,0,10
England,208,72.16666666666667,2.88,208,1,won,West Indies,Port of Spain,1930-02-01,0,10
England,208,113.16666666666667,1.83,-325,2,draw,South Africa,Nottingham,1947-06-07,0,10
India,208,83.16666666666667,2.5,237,3,draw,England,Brabourne,1951-12-14,0,10
New Zealand,208,110.33333333333333,1.88,-71,3,lost,West Indies,Dunedin,1956-02-03,0,10
New Zealand,208,140.0,1.48,-196,2,lost,West Indies,Wellington,1956-03-03,0,10
New Zealand,208,106.83333333333333,1.94,12,3,lost,West Indies,Wellington,1956-03-03,0,10
India,208,79.0,2.63,-282,2,lost,England,Manchester,1959-07-23,0,10
South Africa,208,96.33333333333333,2.15,208,1,draw,England,The Oval,1965-08-26,0,10
New Zealand,208,104.0,2.0,199,3,lost,India,Dunedin,1968-02-15,0,10
Pakistan,208,105.83333333333333,1.96,81,3,lost,New Zealand,Lahore,1969-10-30,0,10
England,208,88.83333333333333,2.34,2,4,won,India,Delhi,1972-12-20,0,4
England,208,,2.38,208,1,lost,Australia,Perth,1974-12-13,0,10
India,208,52.0,4.0,382,3,draw,New Zealand,Kanpur,1976-11-18,1,2
England,208,,2.35,327,3,won,Australia,Perth,1978-12-15,0,10
India,208,100.0,2.08,-40,2,draw,England,Eden Gardens,1982-01-01,0,10
New Zealand,208,89.0,2.33,208,1,draw,England,Nottingham,1990-06-07,0,10
Australia,208,87.33333333333333,2.38,-343,4,lost,West Indies,Bridgetown,1991-04-19,0,10
India,208,63.666666666666664,3.26,326,3,draw,West Indies,Nagpur,1994-12-01,1,7
England,208,67.33333333333333,3.08,125,3,lost,West Indies,Leeds,1995-06-08,0,10
Pakistan,208,54.166666666666664,3.84,208,1,won,New Zealand,Christchurch,1995-12-08,0,10
Zimbabwe,208,61.0,3.4,-48,4,draw,New Zealand,Hamilton,1996-01-13,0,6
South Africa,208,75.5,2.75,246,3,lost,England,Nottingham,1998-07-23,0,10
India,208,65.66666666666667,3.16,208,1,lost,New Zealand,Wellington,1998-12-26,0,10
Australia,208,59.0,3.52,375,3,won,India,Melbourne,1999-12-26,1,5
Sri Lanka,208,85.66666666666667,2.42,208,1,lost,West Indies,Kingston,2003-06-27,0,10
West Indies,208,60.166666666666664,3.45,208,1,lost,England,Port of Spain,2004-03-19,0,10
Sri Lanka,208,82.16666666666667,2.53,208,1,lost,Pakistan,Karachi,2004-10-28,0,10
India,208,77.5,2.68,244,3,draw,Australia,Delhi,2008-10-29,1,5
Bangladesh,208,76.33333333333333,2.72,-176,2,lost,Sri Lanka,Chattogram,2009-01-03,0,10
New Zealand,208,62.833333333333336,3.31,186,3,lost,Australia,Adelaide,2015-11-27,0,10
Pakistan,208,81.5,2.55,152,3,lost,West Indies,Sharjah,2016-10-30,0,10
Sri Lanka,208,59.5,3.49,-238,4,lost,India,Bengaluru,2022-03-12,0,10
England,207,,2.79,-6,4,lost,Australia,Sydney,1885-02-20,0,10
Australia,207,96.16666666666667,2.15,213,3,won,England,Leeds,1909-07-01,0,10
South Africa,207,67.0,3.08,4,2,won,England,Cape Town,1910-03-07,0,10
West Indies,207,75.33333333333333,2.74,132,3,lost,Australia,Georgetown,1955-04-26,0,10
Pakistan,207,100.16666666666667,2.06,219,3,draw,New Zealand,Auckland,1965-01-29,0,10
New Zealand,207,82.0,2.52,-213,2,lost,England,Nottingham,1983-08-25,0,10
India,207,59.666666666666664,3.46,-247,2,lost,West Indies,Kanpur,1983-10-21,0,10
Australia,207,75.66666666666667,2.73,207,1,draw,India,Delhi,1986-09-26,1,3
England,207,78.16666666666667,2.64,207,1,lost,Pakistan,The Oval,1992-08-06,0,10
New Zealand,207,84.0,2.46,-91,2,draw,Zimbabwe,Harare,1997-09-18,0,10
Pakistan,207,60.5,3.42,-212,4,lost,India,Delhi,1999-02-04,0,10
West Indies,207,83.0,2.49,-165,4,draw,Zimbabwe,Harare,2003-11-04,0,9
Australia,207,71.5,2.89,207,1,won,Sri Lanka,Darwin,2004-07-01,0,10
Zimbabwe,207,61.166666666666664,3.38,-46,3,lost,New Zealand,Bulawayo,2005-08-15,0,10
Australia,207,53.666666666666664,3.85,453,3,won,South Africa,Johannesburg,2009-02-26,0,10
India,207,45.0,4.6,1,4,won,Australia,Bengaluru,2010-10-09,0,3
New Zealand,207,69.0,3.0,-25,2,lost,England,Lord's,2013-05-16,0,10
England,207,75.83333333333333,2.72,-75,4,lost,Pakistan,Lord's,2016-07-14,0,10
England,207,88.0,2.35,-75,3,lost,India,Chennai,2016-12-16,0,10
Ireland,207,58.333333333333336,3.54,122,2,lost,England,Lord's,2019-07-24,0,10
England,206,,3.08,206,1,lost,Australia,Lord's,1899-06-15,0,10
West Indies,206,105.66666666666667,1.94,206,1,lost,England,Manchester,1928-07-21,0,10
India,206,102.83333333333333,2.0,-216,2,lost,England,Nottingham,1959-06-04,0,10
India,206,111.0,1.85,-127,3,lost,Australia,Delhi,1959-12-12,0,10
England,206,78.5,2.62,206,1,lost,Australia,Lord's,1961-06-22,0,10
England,206,134.0,1.53,-110,4,draw,India,Brabourne,1964-01-21,0,3
Pakistan,206,83.0,2.48,206,1,draw,New Zealand,Christchurch,1965-02-12,0,10
England,206,120.0,1.71,-101,4,draw,West Indies,Georgetown,1968-03-28,0,9
West Indies,206,74.0,2.78,2,4,won,Pakistan,Port of Spain,1977-03-04,0,4
Sri Lanka,206,53.0,3.88,347,3,won,India,Colombo (PSS),1985-09-06,1,3
South Africa,206,65.66666666666667,3.13,393,3,won,Pakistan,Gqeberha,1998-03-06,1,7
Sri Lanka,206,88.66666666666667,2.32,206,1,won,New Zealand,Colombo (SSC),1998-06-10,0,10
India,206,96.33333333333333,2.13,-188,4,draw,South Africa,Gqeberha,2001-11-16,0,3
Sri Lanka,206,63.333333333333336,3.25,-192,2,lost,India,Ahmedabad,2005-12-18,0,10
West Indies,206,56.166666666666664,3.66,206,1,lost,Pakistan,Lahore,2006-11-11,0,10
New Zealand,206,85.66666666666667,2.4,52,2,won,Sri Lanka,Christchurch,2006-12-07,0,10
Pakistan,206,63.0,3.26,-151,2,draw,South Africa,Lahore,2007-10-08,0,10
Pakistan,206,86.33333333333333,2.38,-231,4,lost,Australia,Hobart,2010-01-14,0,10
South Africa,206,61.833333333333336,3.33,456,3,won,West Indies,Port of Spain,2010-06-10,1,4
West Indies,206,63.333333333333336,3.25,1,4,won,New Zealand,Kingston,2012-08-02,0,5
England,206,40.0,5.15,-20,4,draw,Australia,The Oval,2013-08-21,0,5
South Africa,206,61.166666666666664,3.36,-191,2,lost,Australia,Centurion,2014-02-12,0,10
South Africa,206,50.333333333333336,4.09,369,3,won,Sri Lanka,Galle,2014-07-16,1,6
Sri Lanka,206,77.16666666666667,2.66,89,3,lost,Pakistan,Galle,2015-06-17,0,10
Sri Lanka,206,75.5,2.72,243,3,won,West Indies,Colombo (PSS),2015-10-22,0,10
Australia,205,,2.24,205,1,lost,England,Manchester,1886-07-05,0,10
South Africa,205,62.833333333333336,3.26,-123,2,lost,Australia,Melbourne,1911-02-17,0,10
Australia,205,150.33333333333334,1.36,-170,3,lost,England,Manchester,1956-07-26,0,10
South Africa,205,,1.54,-164,2,lost,England,Cape Town,1957-01-01,0,10
England,205,,2.37,205,1,lost,Australia,Melbourne,1959-02-13,0,10
England,205,90.5,2.26,-296,2,lost,West Indies,Manchester,1963-06-06,0,10
England,205,71.16666666666667,2.88,-55,3,lost,West Indies,Leeds,1966-08-04,0,10
Pakistan,205,88.5,2.31,-25,4,lost,England,Leeds,1971-07-08,0,10
West Indies,205,40.0,5.12,403,3,won,India,Wankhede,1975-01-23,1,3
West Indies,205,60.333333333333336,3.39,205,1,lost,Australia,Georgetown,1978-03-31,0,10
India,205,70.83333333333333,2.89,264,3,draw,Pakistan,Eden Gardens,1980-01-29,0,10
England,205,63.333333333333336,3.23,-180,2,draw,Australia,Lord's,1980-08-28,0,10
Sri Lanka,205,65.33333333333333,3.13,-38,3,lost,Australia,Kandy,1983-04-22,0,10
Pakistan,205,73.5,2.78,123,3,draw,England,Birmingham,1987-07-23,0,10
England,205,90.5,2.26,205,1,lost,West Indies,The Oval,1988-08-04,0,10
Australia,205,89.0,2.3,254,3,draw,England,Sydney,1991-01-04,0,10
England,205,99.0,2.07,-427,2,lost,Australia,Lord's,1993-06-17,0,10
England,205,35.5,5.77,2,4,won,South Africa,The Oval,1994-08-18,0,2
Sri Lanka,205,76.33333333333333,2.68,-120,4,lost,New Zealand,Hamilton,1997-03-14,0,10
Bangladesh,205,58.166666666666664,3.52,-160,2,lost,New Zealand,Hamilton,2001-12-18,0,10
India,205,68.33333333333333,3.0,106,3,won,Australia,Wankhede,2004-11-03,0,10
South Africa,205,63.833333333333336,3.21,205,1,lost,Australia,Cape Town,2006-03-16,0,10
South Africa,205,67.83333333333333,3.02,1,4,won,Bangladesh,Mirpur,2008-02-22,0,5
India,205,65.16666666666667,3.14,205,1,won,South Africa,Durban,2010-12-26,0,10
England,205,40.666666666666664,5.04,444,3,won,India,Southampton,2014-07-27,1,4
Sri Lanka,205,64.83333333333333,3.16,-81,2,lost,South Africa,Gqeberha,2016-12-26,0,10
England,205,51.833333333333336,3.95,-130,2,lost,South Africa,Nottingham,2017-07-14,0,10
Sri Lanka,205,79.16666666666667,2.58,205,1,lost,India,Nagpur,2017-11-24,0,10
Bangladesh,205,70.83333333333333,2.89,-137,2,lost,Afghanistan,Chattogram,2019-09-05,0,10
England,205,75.83333333333333,2.7,205,1,lost,India,Ahmedabad,2021-03-04,0,10
Bangladesh,205,84.66666666666667,2.42,-8,3,lost,Pakistan,Mirpur,2021-12-04,0,10
Australia,204,,2.52,204,1,draw,England,Manchester,1893-08-24,0,10
England,204,70.16666666666667,2.9,204,1,lost,Australia,Sydney,1921-02-25,0,10
Australia,204,48.333333333333336,4.22,-110,4,draw,England,Lord's,1938-06-24,0,6
England,204,123.66666666666667,1.64,243,3,won,South Africa,The Oval,1955-08-13,0,10
England,204,56.0,3.64,-55,4,lost,West Indies,Leeds,1976-07-22,0,10
Pakistan,204,84.0,2.42,163,3,draw,West Indies,Karachi,1980-12-22,0,9
Sri Lanka,204,59.166666666666664,3.44,204,1,lost,India,Nagpur,1986-12-27,0,10
India,204,93.83333333333333,2.17,-16,4,lost,Pakistan,Bengaluru,1987-03-13,0,10
West Indies,204,78.83333333333333,2.58,14,2,draw,Sri Lanka,Moratuwa,1993-12-08,0,10
Pakistan,204,94.0,2.17,246,3,won,Australia,Sydney,1995-11-30,0,10
